VA,PA,PMU_Type,Rank,Bank,BankGroup
0x7f0111ba2100,0x32ae2d100,16,0,8,0
0x7effd8e4a680,0x2c1327680,14,0,11,3
0x7f013adf4080,0x2befea080,13,0,1,1
0x7f00487d8680,0x200b36680,14,0,3,3
0x7f017c9a2300,0x283428300,17,0,0,0
0x7f003dc32900,0x3298ef900,16,0,12,0
0x7f000143ed80,0x2832bcd80,16,0,7,3
0x7effa08bf980,0x2bffc0980,16,0,5,1
0x7f0134140380,0x22e4e0380,17,0,1,1
0x7f0125c33500,0x32af41500,16,0,10,2
0x7f000b178500,0x328c09500,16,0,10,2
0x7effa90df300,0x12613a300,17,0,0,0
0x7effc08cb480,0x2081af480,13,0,11,3
0x7f0128309780,0x206664780,17,0,3,3
0x7f01100be280,0x206b08280,14,0,1,1
0x7f005caeb480,0x2b5f70480,13,0,3,3
0x7f0033305b00,0x207b76b00,17,0,4,0
0x7f009480b200,0x2c0fc7200,14,0,8,0
0x7f0137103900,0x270b05900,16,0,12,0
0x7f00cbbff180,0x32cc63180,16,0,9,1
0x7f0189eb6e80,0x2bd6a7e80,14,0,15,3
0x7f0109639700,0x3299ff700,17,0,10,2
0x7f0024b06f80,0x20b4c9f80,17,0,15,3
0x7f00d2ea8b00,0x233644b00,17,0,4,0
0x7f0041897c80,0x329b8cc80,13,0,7,3
0x7effd4037e00,0x273cd0e00,14,0,6,2
0x7effa6cd1000,0x2b21e7000,13,0,8,0
0x7f001e827980,0x32c267980,16,0,13,1
0x7f00b4850980,0x2272a7980,16,0,13,1
0x7effb8ed3a00,0x2b31c4a00,14,0,4,0
0x7f0030215780,0x32a93d780,17,0,11,3
0x7f0188f3d000,0x32ed6e000,13,0,0,0
0x7efffdcc2a00,0x332f85a00,14,0,12,0
0x7f00c3fe2e80,0x2baf21e80,14,0,15,3
0x7f00660f9b00,0x2b5172b00,17,0,4,0
0x7f0158a39f00,0x2b08eef00,17,0,6,2
0x7f006cde1b00,0x2e5272b00,17,0,4,0
0x7effea474580,0x1fd312580,16,0,3,3
0x7f00e293a680,0x330698680,14,0,3,3
0x7f0156efde00,0x32a180e00,14,0,6,2
0x7f00d87c7100,0x32d18c100,16,0,0,0
0x7f00ad5b0480,0x33510c480,13,0,3,3
0x7f016a21ad00,0x32fa0ed00,16,0,6,2
0x7f00f9402600,0x287a6a600,14,0,2,2
0x7f011cad6f00,0x2b6647f00,17,0,14,2
0x7f00f8548300,0x266cf6300,17,0,0,0
0x7f00cf662f00,0x2c2ca3f00,17,0,14,2
0x7f00883d5980,0x32951e980,16,0,5,1
0x7f0029d9b580,0x22df90580,16,0,3,3
0x7f0101ab9c00,0x208108c00,13,0,6,2
0x7f0097968800,0x2bcf2c800,13,0,4,0
0x7effad013a00,0x32c499a00,14,0,12,0
0x7f016b735180,0x2e5244180,16,0,1,1
0x7f00d8a00e00,0x2b761de00,14,0,14,2
0x7efffd973000,0x335cac000,13,0,0,0
0x7f00dd40fb80,0x33405bb80,17,0,13,1
0x7f009da02800,0x33137f800,13,0,12,0
0x7effcf7a0300,0x2eadaf300,17,0,8,0
0x7f0098965e80,0x333b5fe80,14,0,15,3
0x7f00c9056c00,0x2be3b4c00,13,0,6,2
0x7effb5046980,0x28dab4980,16,0,5,1
0x7effe62f7480,0x32e0e3480,13,0,11,3
0x7f00f2bf2280,0x2e4215280,14,0,9,1
0x7effc9b9d200,0x328aaf200,14,0,8,0
0x7f00b2453600,0x1f4805600,14,0,10,2
0x7f00789f0880,0x2c4de0880,13,0,5,1
0x7f0033d18a00,0x28a064a00,14,0,4,0
0x7f0028ed4200,0x33201f200,14,0,8,0
0x7f00cb85a200,0x2ce323200,14,0,8,0
0x7f016de8b400,0x32d8cc400,13,0,2,2
0x7f017fba1c80,0x2c096cc80,13,0,7,3
0x7effa34d5380,0x3301fa380,17,0,1,1
0x7f012fe29080,0x32eb70080,13,0,1,1
0x7effd4b8fa00,0x20c736a00,14,0,4,0
0x7f007c1e6000,0x287bcd000,13,0,8,0
0x7f00f3d99d00,0x2c249cd00,16,0,6,2
0x7f00e9353580,0x2b5f4d580,16,0,11,3
0x7eff8caa4280,0x2ee298280,14,0,1,1
0x7f000c92c000,0x20902f000,13,0,8,0
0x7f0019aa1000,0x2021cf000,13,0,8,0
0x7f00cfe66380,0x2e99a4380,17,0,1,1
0x7f0104509500,0x329cfd500,16,0,10,2
0x7f0121863b00,0x2b5331b00,17,0,12,0
0x7efffc99a900,0x2b1d30900,16,0,4,0
0x7f010a680700,0x2ce88f700,17,0,10,2
0x7f0063458f80,0x207895f80,17,0,15,3
0x7f0131c8ed80,0x32e07cd80,16,0,7,3
0x7effc3994880,0x32f307880,13,0,13,1
0x7f002ef71a00,0x334f1fa00,14,0,12,0
0x7f003f414d00,0x2b5f27d00,16,0,14,2
0x7f0029ad8900,0x33520c900,16,0,4,0
0x7f007b552380,0x33484b380,17,0,9,1
0x7f016240dc80,0x2ce22ec80,13,0,7,3
0x7f00c2f3f700,0x2e55f5700,17,0,10,2
0x7f00cd005b80,0x32fe56b80,17,0,5,1
0x7f006bc87300,0x32ecee300,17,0,0,0
0x7f0007840000,0x32efc9000,13,0,8,0
0x7f00363b8c80,0x287824c80,13,0,7,3
0x7efffa73bf00,0x2e894ff00,17,0,14,2
0x7efff8b2f880,0x22b234880,13,0,5,1
0x7effb4747300,0x2bf4c7300,17,0,8,0
0x7efffe1aca00,0x2c014da00,14,0,12,0
0x7f00c4284b80,0x2c3be9b80,17,0,13,1
0x7f011205be80,0x2b521be80,14,0,15,3
0x7efff1a33580,0x331e0a580,16,0,3,3
0x7f006951bf80,0x335116f80,17,0,7,3
0x7eff937ed680,0x2b441f680,14,0,11,3
0x7effd3d05d80,0x3328f9d80,16,0,15,3
0x7f0025432980,0x1fa9cf980,16,0,13,1
0x7f007eb02f80,0x2bfd58f80,17,0,7,3
0x7f0127ff3c80,0x2ce199c80,13,0,15,3
0x7f0187472400,0x32827d400,13,0,10,2
0x7f01412e8b00,0x2bf2e5b00,17,0,12,0
0x7f007c2a5800,0x32e5da800,13,0,4,0
0x7f005b74c680,0x32de60680,14,0,3,3
0x7f00539af100,0x2c52aa100,16,0,0,0
0x7f0070f2b900,0x32ddcf900,16,0,12,0
0x7f0041c37a80,0x330fefa80,14,0,13,1
0x7f012586ae00,0x32cbcbe00,14,0,14,2
0x7f011e574a00,0x330a2ca00,14,0,4,0
0x7eff9bad2500,0x330638500,16,0,2,2
0x7f015c178200,0x2f2293200,14,0,8,0
0x7f0081eccd00,0x32ae4ed00,16,0,6,2
0x7efff7088e80,0x20c013e80,14,0,15,3
0x7f0075c91500,0x2b76a2500,16,0,2,2
0x7f0148905c00,0x3288dcc00,13,0,6,2
0x7effacce4180,0x22e8c8180,16,0,1,1
0x7f006d686e00,0x2eb862e00,14,0,6,2
0x7f00e0f71100,0x33515c100,16,0,0,0
0x7effeabbf700,0x333cfe700,17,0,2,2
0x7f00fb0cf780,0x204927780,17,0,11,3
0x7f00b6f1f100,0x1f1dd8100,16,0,0,0
0x7effdaa98380,0x2b6658380,17,0,1,1
0x7f0174379580,0x2c169d580,16,0,11,3
0x7f00941b8500,0x3284c4500,16,0,2,2
0x7f00b176f500,0x32f5c1500,16,0,10,2
0x7effd154c980,0x1fa30f980,16,0,13,1
0x7f010a918600,0x26f89c600,14,0,2,2
0x7f000a133700,0x331243700,17,0,10,2
0x7f00788e6d00,0x33517dd00,16,0,14,2
0x7f00d5efb300,0x330387300,17,0,8,0
0x7f014cc17d80,0x2bcd7bd80,16,0,15,3
0x7f00ef932980,0x2291d9980,16,0,13,1
0x7f0069d7a180,0x1f5ac1180,16,0,9,1
0x7effdd599280,0x26f796280,14,0,1,1
0x7f002112f200,0x32d45c200,14,0,0,0
0x7f00bf876100,0x2f23b1100,16,0,8,0
0x7f0026031a80,0x32af1aa80,14,0,5,1
0x7f0048572f00,0x3359b8f00,17,0,6,2
0x7f01307df600,0x335576600,14,0,2,2
0x7f005c667000,0x32c15d000,13,0,8,0
0x7f001fd83e00,0x205dabe00,14,0,14,2
0x7effc3204200,0x2337c9200,14,0,8,0
0x7f00f919b000,0x32fec4000,13,0,0,0
0x7f00b920b900,0x3364ed900,16,0,12,0
0x7f0064aca580,0x2c3c80580,16,0,3,3
0x7f013ce3c680,0x225118680,14,0,3,3
0x7f013eeb4100,0x3296b3100,16,0,8,0
0x7f009534ef80,0x28f447f80,17,0,15,3
0x7eff8d9e0a80,0x288862a80,14,0,5,1
0x7f005bf35b00,0x2e99f4b00,17,0,4,0
0x7effc691ec00,0x2be7d6c00,13,0,6,2
0x7effced2bf80,0x1fe77df80,17,0,15,3
0x7f0185488080,0x2bc3b5080,13,0,9,1
0x7f0175ec9700,0x332392700,17,0,2,2
0x7f0052398280,0x3281b7280,14,0,9,1
0x7f0174584180,0x28dabe180,16,0,1,1
0x7f017c2b2080,0x32b75f080,13,0,9,1
0x7efff5986500,0x329a17500,16,0,10,2
0x7f008748dd80,0x2c42bad80,16,0,7,3
0x7f00b309cd80,0x2e58c5d80,16,0,15,3
0x7f00ec666a80,0x2b4daba80,14,0,13,1
0x7f00f6808680,0x26604b680,14,0,11,3
0x7f006f016400,0x32cf1c400,13,0,2,2
0x7f0110b16e00,0x2c053ae00,14,0,6,2
0x7f0183e0d800,0x2c486c800,13,0,4,0
0x7f0021ed4b00,0x331e54b00,17,0,4,0
0x7effcebc6580,0x32d0be580,16,0,3,3
0x7f00f724ab00,0x2b72a7b00,17,0,12,0
0x7f002b06d980,0x330378980,16,0,5,1
0x7f0021683d00,0x1e6e8cd00,16,0,6,2
0x7f00fd812900,0x32c599900,16,0,12,0
0x7f01766efd80,0x328250d80,16,0,7,3
0x7effbad5e280,0x2f1c44280,14,0,1,1
0x7f011d8dfa00,0x3307a7a00,14,0,12,0
0x7f00d35d6100,0x2bd348100,16,0,0,0
0x7eff92b12380,0x3352be380,17,0,1,1
0x7f00d7223c00,0x1f1639c00,13,0,14,2
0x7f0145325700,0x335cf6700,17,0,2,2
0x7f00e3040080,0x3338a2080,13,0,1,1
0x7f01005fef00,0x3285c5f00,17,0,14,2
0x7f0068a56e00,0x2c086ce00,14,0,6,2
0x7eff97747d00,0x334858d00,16,0,6,2
0x7f000a2a2500,0x32a2e1500,16,0,10,2
0x7f00f4039a00,0x22ef40a00,14,0,4,0
0x7f00cfc74a00,0x3358f1a00,14,0,12,0
0x7f00d20e3b80,0x1fdc89b80,17,0,13,1
0x7f00f9c93580,0x2c1336580,16,0,3,3
0x7effcb919c80,0x2b54ecc80,13,0,7,3
0x7f0082a17b80,0x32ee44b80,17,0,5,1
0x7f015b5ab880,0x2c72c9880,13,0,13,1
0x7effc5d43e00,0x328a1be00,14,0,14,2
0x7f0151df8800,0x2bd3b9800,13,0,12,0
0x7f00f05a6680,0x3291c7680,14,0,11,3
0x7f013ab6fa80,0x201424a80,14,0,5,1
0x7f00a2928400,0x2c288a400,13,0,2,2
0x7f0115e01f80,0x328b1af80,17,0,7,3
0x7f0095810380,0x220f67380,17,0,9,1
0x7f00e8b6a600,0x32e708600,14,0,2,2
0x7f005a0aa480,0x268d00480,13,0,3,3
0x7effdcf90800,0x209e6a800,13,0,4,0
0x7f0124c2f700,0x2c604a700,17,0,2,2
0x7eff95b74180,0x2e4541180,16,0,9,1
0x7f012ca15c80,0x32d5a9c80,13,0,15,3
0x7eff91c82580,0x334d04580,16,0,3,3
0x7effdf055480,0x32df20480,13,0,3,3
0x7f00fbde9500,0x1ccff5500,16,0,10,2
0x7f012b4b9a80,0x328653a80,14,0,13,1
0x7f0116eced00,0x2c72ead00,16,0,6,2
0x7f00c46cdc80,0x2e406ac80,13,0,7,3
0x7f012c214800,0x32f872800,13,0,4,0
0x7eff9cd7b100,0x3280af100,16,0,8,0
0x7effc6d43300,0x2866dc300,17,0,0,0
0x7f012c72e480,0x32b6dd480,13,0,11,3
0x7f001c20be00,0x2b2337e00,14,0,14,2
0x7efff461f980,0x20057a980,16,0,5,1
0x7effc2ec5800,0x20253d800,13,0,12,0
0x7f00453de980,0x335428980,16,0,5,1
0x7effafcdfe00,0x2e405de00,14,0,14,2
0x7eff96895800,0x32ab16800,13,0,4,0
0x7f013dbefe00,0x1d8a3de00,14,0,14,2
0x7f0131d5e180,0x334527180,16,0,9,1
0x7f0120851f80,0x3307fbf80,17,0,15,3
0x7effbf789080,0x330558080,13,0,1,1
0x7f007ee45d00,0x32fc00d00,16,0,6,2
0x7f0096b2d480,0x333db2480,13,0,3,3
0x7f005781ad80,0x28c548d80,16,0,7,3
0x7f00a323ed00,0x2bc0b4d00,16,0,6,2
0x7efff2001b00,0x3349efb00,17,0,12,0
0x7f01877d9a80,0x3347e6a80,14,0,5,1
0x7effdeb13a80,0x32febaa80,14,0,5,1
0x7f0021d77f00,0x2b3429f00,17,0,14,2
0x7f00ba216500,0x1e147c500,16,0,2,2
0x7f012ade0c80,0x328658c80,13,0,7,3
0x7f000d918e80,0x2f1dc0e80,14,0,7,3
0x7f0041226680,0x1ffe27680,14,0,11,3
0x7f00e192f100,0x3354be100,16,0,0,0
0x7f003e0b0000,0x1e8918000,13,0,0,0
0x7f002d36a480,0x2c00df480,13,0,11,3
0x7f00bc26fe00,0x333941e00,14,0,14,2
0x7f001885dd80,0x335d10d80,16,0,7,3
0x7f00c6bd8700,0x2c550d700,17,0,10,2
0x7f00c2013880,0x33214c880,13,0,5,1
0x7f01087a4c00,0x203922c00,13,0,6,2
0x7f0033152580,0x270fc1580,16,0,11,3
0x7effc7bf0c80,0x334dc3c80,13,0,15,3
0x7f0177f45b00,0x329d2ab00,17,0,4,0
0x7effc400d300,0x2b7983300,17,0,8,0
0x7f00b6c8d400,0x32cc6d400,13,0,10,2
0x7f00e7220380,0x333ca5380,17,0,9,1
0x7f00e3e32400,0x333b59400,13,0,10,2
0x7f0077c7cf80,0x208d50f80,17,0,7,3
0x7f0087599280,0x2b0544280,14,0,1,1
0x7f010c2b0680,0x2e9b89680,14,0,11,3
0x7f00c2734000,0x26d412000,13,0,0,0
0x7effa3481980,0x334f19980,16,0,13,1
0x7f00d4c8b700,0x2beae5700,17,0,10,2
0x7f00789d8880,0x1ded52880,13,0,5,1
0x7f00d103f500,0x2b29d3500,16,0,10,2
0x7f00cee82380,0x20bf6e380,17,0,1,1
0x7f016a2c9b80,0x1e4144b80,17,0,5,1
0x7f00e6fc5b00,0x334874b00,17,0,4,0
0x7f006f5a9c00,0x330e3bc00,13,0,14,2
0x7efffd539700,0x22d237700,17,0,10,2
0x7f0075f8ee00,0x32b8fde00,14,0,14,2
0x7f011e1ab300,0x32ae4a300,17,0,0,0
0x7f0176d6e480,0x3348a0480,13,0,3,3
0x7f00a96f0800,0x205295800,13,0,12,0
0x7f003dd23200,0x1e14cd200,14,0,8,0
0x7f00d45d8f00,0x328cf2f00,17,0,6,2
0x7f009888f300,0x2b054b300,17,0,8,0
0x7f003ddb6f80,0x2b5132f80,17,0,7,3
0x7effc9482900,0x28c31d900,16,0,12,0
0x7f015d387a00,0x208adda00,14,0,12,0
0x7f00f1adad80,0x2e4289d80,16,0,15,3
0x7effb7821900,0x334900900,16,0,4,0
0x7effca64ae80,0x2f235ae80,14,0,7,3
0x7effae182000,0x334518000,13,0,0,0
0x7f005c188280,0x32f2cb280,14,0,9,1
0x7f010b7f9b00,0x333a88b00,17,0,4,0
0x7f0132fe3180,0x28ba14180,16,0,1,1
0x7efff00a6380,0x32a30e380,17,0,1,1
0x7f009619b100,0x32b433100,16,0,8,0
0x7f001fa26d80,0x2c0702d80,16,0,7,3
0x7effc6305a00,0x332d5da00,14,0,12,0
0x7f001fce3580,0x32e461580,16,0,11,3
0x7f009d428500,0x3341a8500,16,0,2,2
0x7f00d627d700,0x330229700,17,0,10,2
0x7f012b3f7e00,0x32b6dee00,14,0,6,2
0x7effbaf3ac80,0x207f94c80,13,0,7,3
0x7f014c1dcf80,0x227bb8f80,17,0,7,3
0x7f00f4e45480,0x2bed5d480,13,0,11,3
0x7f00f6911a00,0x329c2ca00,14,0,4,0
0x7f01335ea880,0x335070880,13,0,5,1
0x7f00f7850b80,0x32ac08b80,17,0,5,1
0x7effbfd7ed80,0x2eb737d80,16,0,15,3
0x7eff9d157280,0x32eab9280,14,0,9,1
0x7f009af53380,0x2e5088380,17,0,1,1
0x7eff9ff89c80,0x32d6d9c80,13,0,15,3
0x7f005f37e700,0x32f952700,17,0,2,2
0x7f00b9347e00,0x28759ae00,14,0,6,2
0x7f00cbff2380,0x2b0ec7380,17,0,9,1
0x7f013acca280,0x334f44280,14,0,1,1
0x7f00a41e9180,0x2b0649180,16,0,9,1
0x7f0050242c80,0x32ee4ec80,13,0,7,3
0x7f0004162c00,0x329025c00,13,0,14,2
0x7f012a24e400,0x1ffbb3400,13,0,10,2
0x7f004d615a00,0x3285a5a00,14,0,12,0
0x7effd113d580,0x2eb640580,16,0,3,3
0x7f0159fc7b00,0x208c81b00,17,0,12,0
0x7f0018bb2680,0x265c10680,14,0,3,3
0x7f013638fe80,0x201f18e80,14,0,7,3
0x7effc0539a00,0x3328f4a00,14,0,4,0
0x7f01269c9d00,0x1f16c3d00,16,0,14,2
0x7eff9ae2b300,0x334f68300,17,0,0,0
0x7effad920d80,0x204102d80,16,0,7,3
0x7f001af78100,0x32fbf2100,16,0,0,0
0x7f00c6ab1480,0x28c5b5480,13,0,11,3
0x7f00c2550c00,0x3350e4c00,13,0,6,2
0x7f0138ed2400,0x2267a6400,13,0,2,2
0x7f00a878c480,0x1f1e93480,13,0,11,3
0x7f016d581480,0x32ee78480,13,0,3,3
0x7f00b01ab100,0x334753100,16,0,8,0
0x7f0161f08700,0x2e4502700,17,0,2,2
0x7effcf165180,0x1fd2aa180,16,0,1,1
0x7effc1e44780,0x32f0f8780,17,0,3,3
0x7f0075de4b00,0x2f1cbcb00,17,0,4,0
0x7f0156bef180,0x2c2fe4180,16,0,1,1
0x7effc8e85800,0x32b561800,13,0,12,0
0x7effe61afb80,0x2ee34cb80,17,0,5,1
0x7f00a84cf280,0x2e7343280,14,0,9,1
0x7f00f8ff1c80,0x2e403bc80,13,0,15,3
0x7f01045b1a80,0x2c1316a80,14,0,5,1
0x7effda257780,0x328ace780,17,0,3,3
0x7f011a90b780,0x2e5491780,17,0,11,3
0x7f005c463f80,0x32e6cef80,17,0,7,3
0x7efff332cc00,0x2c561ac00,13,0,6,2
0x7f0153c40500,0x33248a500,16,0,2,2
0x7effd574a300,0x331736300,17,0,0,0
0x7effb298e380,0x32e9bf380,17,0,9,1
0x7f017b3e6e80,0x22b32be80,14,0,15,3
0x7f004c794c80,0x2c7454c80,13,0,7,3
0x7f00afb75180,0x2c0c8c180,16,0,1,1
0x7f00a66b7e80,0x26f7bfe80,14,0,15,3
0x7f0052b0ac80,0x1d8602c80,13,0,7,3
0x7f00c8879580,0x335cb3580,16,0,11,3
0x7f0131506380,0x2c27fe380,17,0,1,1
0x7effcadef380,0x1e0ab6380,17,0,1,1
0x7f002f4dc380,0x2c24a9380,17,0,9,1
0x7f007ef88500,0x32818d500,16,0,10,2
0x7effb7b3e700,0x32e366700,17,0,2,2
0x7f00e284d700,0x332487700,17,0,10,2
0x7f008df9f880,0x2b5b51880,13,0,13,1
0x7f0099511080,0x2b3ca1080,13,0,9,1
0x7f003b1a4900,0x22d9d3900,16,0,12,0
0x7f00e3167000,0x26eb15000,13,0,8,0
0x7f0037040000,0x331ee4000,13,0,0,0
0x7f0112925180,0x2c3bdb180,16,0,9,1
0x7f012164db00,0x3287b4b00,17,0,4,0
0x7f00c877db80,0x20c5c1b80,17,0,13,1
0x7effb6a12a80,0x1fb554a80,14,0,5,1
0x7effabb00780,0x2e73a4780,17,0,3,3
0x7f001ca30380,0x32ef6e380,17,0,1,1
0x7f003439ec80,0x3317b3c80,13,0,15,3
0x7f0111304600,0x330313600,14,0,10,2
0x7effbdec2200,0x21b152200,14,0,0,0
0x7f009a8e1600,0x328e08600,14,0,2,2
0x7f00d467c100,0x2b51b3100,16,0,8,0
0x7f00c2d6b580,0x32ff09580,16,0,11,3
0x7f00b8938a80,0x3349daa80,14,0,5,1
0x7f01413fa600,0x33020c600,14,0,2,2
0x7eff93669680,0x2c19cb680,14,0,11,3
0x7effd7d69800,0x2c4aa0800,13,0,4,0
0x7f00c39bd800,0x32d3ea800,13,0,4,0
0x7effbb939800,0x32b3a5800,13,0,12,0
0x7effa46ddb00,0x32e9f2b00,17,0,4,0
0x7f018b300500,0x2ce25d500,16,0,10,2
0x7f0085c33180,0x2c3bdf180,16,0,9,1
0x7effd249bd80,0x2e5a10d80,16,0,7,3
0x7f001660af80,0x330be6f80,17,0,7,3
0x7f00b74c7000,0x329e36000,13,0,0,0
0x7f0040fb1180,0x2e4129180,16,0,9,1
0x7f0076daaa80,0x3318aba80,14,0,13,1
0x7effc6ff7500,0x226158500,16,0,2,2
0x7effa0388400,0x20b3f8400,13,0,2,2
0x7f0160bf3f00,0x287699f00,17,0,14,2
0x7efffc59db00,0x32b574b00,17,0,4,0
0x7effbdd8b080,0x32f435080,13,0,9,1
0x7effc4bb9d80,0x3366f8d80,16,0,7,3
0x7f003988c600,0x208868600,14,0,2,2
0x7f0185a51c80,0x33429fc80,13,0,15,3
0x7effd0a0d900,0x26b0a2900,16,0,4,0
0x7f0149b16400,0x32fa5f400,13,0,10,2
0x7f0030450a00,0x333b4aa00,14,0,4,0
0x7f01247e0880,0x32ed0c880,13,0,5,1
0x7f010f120600,0x2b645f600,14,0,10,2
0x7f002f0f6b00,0x1e2180b00,17,0,4,0
0x7f00f941df00,0x32e6b0f00,17,0,6,2
0x7f009e0cca00,0x32f4aea00,14,0,4,0
0x7f0104b85600,0x33060b600,14,0,10,2
0x7effd3713400,0x2c4aaf400,13,0,10,2
0x7f016dda5880,0x334003880,13,0,13,1
0x7effaa3a4b00,0x20744db00,17,0,12,0
0x7f0155186200,0x2c3e4b200,14,0,8,0
0x7f0141447200,0x2bc798200,14,0,0,0
0x7efffa61ff00,0x2ac7d7f00,17,0,14,2
0x7f018ab4aa00,0x2b72afa00,14,0,12,0
0x7f012e5b9000,0x3320aa000,13,0,0,0
0x7effef03c280,0x32f01e280,14,0,1,1
0x7f00b9fe1000,0x2056d0000,13,0,0,0
0x7f00fbe33380,0x233168380,17,0,1,1
0x7f0065e92400,0x335aaf400,13,0,10,2
0x7f00d8ba0d80,0x265617d80,16,0,15,3
0x7f0112799480,0x2b6c97480,13,0,11,3
0x7effc6093700,0x330a7f700,17,0,10,2
0x7f0071290600,0x1f33e6600,14,0,2,2
0x7f0026c66000,0x333a3d000,13,0,8,0
0x7effe8625a80,0x32e3cfa80,14,0,13,1
0x7f0043d34800,0x32fb56800,13,0,4,0
0x7f002c137480,0x22e4f5480,13,0,11,3
0x7f016438c580,0x32c24d580,16,0,11,3
0x7f00209e2900,0x2be04d900,16,0,12,0
0x7f0149152b80,0x2c12e0b80,17,0,5,1
0x7f011f705d80,0x3339c8d80,16,0,7,3
0x7f0137373380,0x2b17b0380,17,0,1,1
0x7f0054b79900,0x33173c900,16,0,4,0
0x7f00fe9b6400,0x28bc9c400,13,0,2,2
0x7f002729e600,0x333261600,14,0,10,2
0x7f00fee8a000,0x21485b000,13,0,8,0
0x7f0012392980,0x32a988980,16,0,5,1
0x7f0156f24580,0x20caf5580,16,0,11,3
0x7f0116892300,0x32f255300,17,0,8,0
0x7f0081826e80,0x2b1cc3e80,14,0,15,3
0x7f00b6563100,0x33439a100,16,0,0,0
0x7f0093831a80,0x332173a80,14,0,13,1
0x7f001a0a5100,0x2e320d100,16,0,8,0
0x7f010b7bf900,0x2b2234900,16,0,4,0
0x7f0052c62f80,0x2094f4f80,17,0,7,3
0x7effa23f1400,0x2babed400,13,0,10,2
0x7f0008c6f280,0x2c1355280,14,0,9,1
0x7f005941db80,0x332d67b80,17,0,13,1
0x7eff9fad8f00,0x2e39c0f00,17,0,6,2
0x7efffebc2900,0x2ce2c1900,16,0,12,0
0x7f00c94f9180,0x2084a1180,16,0,9,1
0x7f000697d000,0x2c3fda000,13,0,0,0
0x7effd3b38100,0x2c1de7100,16,0,8,0
0x7f001007cb00,0x32eee9b00,17,0,12,0
0x7f0011df9b80,0x2b1501b80,17,0,13,1
0x7f00c1450180,0x32ff6c180,16,0,1,1
0x7effe4fcd080,0x32e25a080,13,0,1,1
0x7f003cbc5280,0x2089f9280,14,0,9,1
0x7f00c8a0dc80,0x1f47a7c80,13,0,15,3
0x7f014ccc7c00,0x3358e1c00,13,0,14,2
0x7f017de65080,0x285a7f080,13,0,9,1
0x7f009f3a7a00,0x2012dba00,14,0,12,0
0x7effbc9eb800,0x1fccb1800,13,0,12,0
0x7f009ec8af00,0x267c71f00,17,0,14,2
0x7f0034767500,0x220cc7500,16,0,10,2
0x7f014e409c80,0x333c59c80,13,0,15,3
0x7f00b1468200,0x2e5bc7200,14,0,8,0
0x7f00ba6ba280,0x226b24280,14,0,1,1
0x7f0069ff6280,0x3346f6280,14,0,1,1
0x7efffbd38700,0x32fd72700,17,0,2,2
0x7f00901a8780,0x32c626780,17,0,3,3
0x7effc9b1ab00,0x32d9eab00,17,0,4,0
0x7f01637d8500,0x3331ce500,16,0,2,2
0x7f00fcbb5980,0x283aad980,16,0,13,1
0x7f0118c32900,0x2c4bfd900,16,0,12,0
0x7f001da24e80,0x32b01ae80,14,0,7,3
0x7f017bb04600,0x2bb8bd600,14,0,10,2
0x7f00dff39d00,0x2bf47dd00,16,0,14,2
0x7efff675fe00,0x32ef27e00,14,0,14,2
0x7f009cb82580,0x2b5cb4580,16,0,3,3
0x7f0156de0480,0x32c0b6480,13,0,3,3
0x7effc9cf5a00,0x2e990da00,14,0,12,0
0x7f00916e0f00,0x28b1c1f00,17,0,14,2
0x7f004dbb6980,0x331f7d980,16,0,13,1
0x7f0131cb4a80,0x1e3139a80,14,0,13,1
0x7f00dce95000,0x1e2d6f000,13,0,8,0
0x7f014f445980,0x2b6d4e980,16,0,5,1
0x7f006a1a0a00,0x329f08a00,14,0,4,0
0x7effb425d880,0x264d73880,13,0,13,1
0x7efffb7d2080,0x32f6b3080,13,0,9,1
0x7f01187a1980,0x2e3f9b980,16,0,13,1
0x7f01892f5b80,0x28eb26b80,17,0,5,1
0x7effca191780,0x2e51a0780,17,0,3,3
0x7f00a2963e00,0x1eb759e00,14,0,14,2
0x7f00527c2500,0x32f46d500,16,0,10,2
0x7f006b986900,0x2afbdd900,16,0,12,0
0x7f00b6640600,0x206922600,14,0,2,2
0x7f00759b9080,0x32dd69080,13,0,9,1
0x7f00b5bfa000,0x32f098000,13,0,0,0
0x7f00e65c6700,0x32e702700,17,0,2,2
0x7f000e82cb00,0x2e450cb00,17,0,4,0
0x7f00ab8d9c80,0x2b4e25c80,13,0,15,3
0x7f000b7d9280,0x2027b3280,14,0,9,1
0x7f010c25e300,0x2be4ce300,17,0,0,0
0x7f003499ea00,0x2eba4ea00,14,0,4,0
0x7f0084a94d80,0x2c5732d80,16,0,7,3
0x7f0189df5300,0x2b6a4a300,17,0,0,0
0x7f00abdb4400,0x2cb594400,13,0,2,2
0x7f00a1188200,0x335d35200,14,0,8,0
0x7f001b246080,0x2c116f080,13,0,9,1
0x7eff955cc600,0x2b0480600,14,0,2,2
0x7efff60bb080,0x2bd10d080,13,0,9,1
0x7f0115c16d00,0x32cfd0d00,16,0,6,2
0x7f013eafc100,0x33491d100,16,0,8,0
0x7f010b9b1b80,0x332461b80,17,0,13,1
0x7f008a28d780,0x334f5b780,17,0,11,3
0x7f0009eec000,0x20ab2b000,13,0,8,0
0x7f006c81eb00,0x330a40b00,17,0,4,0
0x7f016bfafa80,0x2129f4a80,14,0,5,1
0x7f014eac9e00,0x2b3e32e00,14,0,6,2
