VA,PA,PMU_Type,Rank,Bank,BankGroup
0x7f0073bb0080,0x230283080,13,0,9,1
0x7f00deff4d00,0x26f985d00,16,0,14,2
0x7effeca0c380,0x2eb4b6380,17,0,1,1
0x7f00efa99480,0x2172b3480,13,0,11,3
0x7effe3dd8380,0x3315e6380,17,0,1,1
0x7f004678c900,0x2b8c79900,16,0,12,0
0x7effc2536580,0x33589b580,16,0,11,3
0x7f0006525780,0x2edbb6780,17,0,3,3
0x7f0174748f80,0x28d777f80,17,0,15,3
0x7f008fdc3e80,0x3346cfe80,14,0,15,3
0x7f007ab0a580,0x3332eb580,16,0,11,3
0x7f0111949f00,0x2bf238f00,17,0,6,2
0x7efff62fc880,0x18ed42880,13,0,5,1
0x7f009c3b8b00,0x26fda3b00,17,0,12,0
0x7f00d4a95280,0x26d768280,14,0,1,1
0x7effc39b9c80,0x218414c80,13,0,7,3
0x7f00b17e3200,0x2b8aa9200,14,0,8,0
0x7f00fe1d7500,0x213d60500,16,0,2,2
0x7f0060115680,0x331d2e680,14,0,3,3
0x7f000ff59c00,0x3348cfc00,13,0,14,2
0x7f009797b780,0x3301f2780,17,0,3,3
0x7f00298ef800,0x1f2c21800,13,0,12,0
0x7f00cc4f0580,0x2b2023580,16,0,11,3
0x7f002af14800,0x2e63e3800,13,0,12,0
0x7f002bf88a00,0x2bdf80a00,14,0,4,0
0x7f01876f5200,0x333032200,14,0,0,0
0x7f001857b580,0x204101580,16,0,11,3
0x7f00f0637b80,0x2b4c9ab80,17,0,5,1
0x7f0007c12480,0x2f22fa480,13,0,3,3
0x7eff98903500,0x32b02e500,16,0,2,2
0x7effe06e7980,0x28d88c980,16,0,5,1
0x7f00e46baa80,0x334854a80,14,0,5,1
0x7f00b5e39b80,0x2099ddb80,17,0,13,1
0x7f00e0288180,0x32c252180,16,0,1,1
0x7f0020ed0a00,0x32fe00a00,14,0,4,0
0x7f000e80ac00,0x2afa33c00,13,0,14,2
0x7f000c296300,0x32ea04300,17,0,0,0
0x7f017d0cbf00,0x167057f00,17,0,14,2
0x7effed8dd400,0x2b9b51400,13,0,10,2
0x7f018458dd80,0x331f34d80,16,0,7,3
0x7effdc686e00,0x3293dbe00,14,0,14,2
0x7effcb4c6d80,0x32e9b7d80,16,0,15,3
0x7f00e3690100,0x333a3e100,16,0,0,0
0x7f00d6648180,0x3282f1180,16,0,9,1
0x7f0182ebd000,0x2b7d0f000,13,0,8,0
0x7f0174b17c80,0x32810bc80,13,0,15,3
0x7f00df3d6880,0x32dda6880,13,0,5,1
0x7f010063d580,0x2eb986580,16,0,3,3
0x7effccc32780,0x3339b7780,17,0,11,3
0x7f005e32d600,0x1f1d1a600,14,0,2,2
0x7f00c1475500,0x2b5415500,16,0,10,2
0x7f002cd1d300,0x3289e4300,17,0,0,0
0x7f0152600680,0x1e9429680,14,0,11,3
0x7f0103060080,0x32dd7e080,13,0,1,1
0x7f0113797980,0x328e4f980,16,0,13,1
0x7eff92111880,0x32e96d880,13,0,13,1
0x7efff1c3ee00,0x331cdee00,14,0,6,2
0x7f01703eeb00,0x2b64f8b00,17,0,4,0
0x7f00caaa4f80,0x2ba191f80,17,0,15,3
0x7f006af3f480,0x3327db480,13,0,11,3
0x7f00ddb50380,0x33510f380,17,0,9,1
0x7f003b8d4980,0x204019980,16,0,13,1
0x7f00e7df7880,0x329d63880,13,0,13,1
0x7f0082305080,0x334aec080,13,0,1,1
0x7f00271a5680,0x2bb3f5680,14,0,11,3
0x7f014e6fb180,0x32896f180,16,0,9,1
0x7f0188b38900,0x2bb7c1900,16,0,12,0
0x7effd2ef4380,0x20aabb380,17,0,9,1
0x7f00dc3cf700,0x2e73a7700,17,0,10,2
0x7f01659e4a00,0x2f2300a00,14,0,4,0
0x7f015a710200,0x32c1a8200,14,0,0,0
0x7effbc353800,0x1e857d800,13,0,12,0
0x7f006229c900,0x334af4900,16,0,4,0
0x7effe7febf00,0x32d84af00,17,0,6,2
0x7effee347000,0x32a8e2000,13,0,0,0
0x7efffc071880,0x28cc12880,13,0,5,1
0x7f001ab50500,0x32ce24500,16,0,2,2
0x7f0161f8c000,0x21d4a1000,13,0,8,0
0x7f00dda26180,0x32f4a5180,16,0,9,1
0x7effed53fe00,0x32816ae00,14,0,6,2
0x7f0077a91800,0x3304f3800,13,0,12,0
0x7f00553b4380,0x28653f380,17,0,9,1
0x7eff8fa21480,0x1f4d36480,13,0,3,3
0x7effd40d1100,0x2b42ed100,16,0,8,0
0x7f012b3cab00,0x2bf1d5b00,17,0,12,0
0x7f00a7b25c80,0x22a4b1c80,13,0,15,3
0x7f0047779e00,0x331896e00,14,0,6,2
0x7f0051ff7d80,0x2b0771d80,16,0,15,3
0x7f00f3f89800,0x2bb08a800,13,0,4,0
0x7effda925f80,0x1b52d5f80,17,0,15,3
0x7f00490dd080,0x33096a080,13,0,1,1
0x7f0069335c00,0x2ce739c00,13,0,14,2
0x7f00294abb00,0x2b799eb00,17,0,4,0
0x7f00c8743380,0x2bd84e380,17,0,1,1
0x7f012cf20d00,0x2c612fd00,16,0,14,2
0x7f003946b500,0x3284eb500,16,0,10,2
0x7effa428c100,0x20ccfc100,16,0,0,0
0x7eff9014a680,0x3288d5680,14,0,11,3
0x7f0045c96000,0x2bcac4000,13,0,0,0
0x7f00cd46c200,0x2b1e66200,14,0,0,0
0x7f005ee9f280,0x333d5a280,14,0,1,1
0x7f0019509880,0x201dde880,13,0,5,1
0x7f0121fd9380,0x269df4380,17,0,1,1
0x7f00071fd780,0x284c5c780,17,0,3,3
0x7f00d46b3380,0x216e73380,17,0,9,1
0x7f0015401400,0x206b20400,13,0,2,2
0x7f00f6e89000,0x2b21fb000,13,0,8,0
0x7f006f58ba00,0x2b93bca00,14,0,4,0
0x7f01423c6c80,0x2be301c80,13,0,15,3
0x7f008cbd4780,0x3358ee780,17,0,3,3
0x7f0079b1ff00,0x33396af00,17,0,6,2
0x7f0103e67f00,0x33071ff00,17,0,14,2
0x7f009c22d580,0x1e235d580,16,0,11,3
0x7f0006427600,0x209760600,14,0,2,2
0x7f00c3b9bd00,0x32e3c7d00,16,0,14,2
0x7effc58f2080,0x2668e6080,13,0,1,1
0x7f01711f3700,0x26ff08700,17,0,2,2
0x7f00c2222080,0x32ef61080,13,0,9,1
0x7f01894cb000,0x32fbd7000,13,0,8,0
0x7efffa2fd680,0x272094680,14,0,3,3
0x7f0000910f80,0x205a36f80,17,0,7,3
0x7efff64dc780,0x2c057a780,17,0,3,3
0x7f00f3803b00,0x209ea7b00,17,0,12,0
0x7f0188c9ca80,0x32c595a80,14,0,13,1
0x7f0143904f00,0x2f2398f00,17,0,6,2
0x7effee080180,0x2bbb18180,16,0,1,1
0x7f018527ef00,0x32c6a3f00,17,0,14,2
0x7f0038b9ee80,0x2c606ce80,14,0,7,3
0x7eff8f068600,0x20a306600,14,0,2,2
0x7f006e53da00,0x2b67c0a00,14,0,4,0
0x7f006c227d00,0x2c3c28d00,16,0,6,2
0x7effaa80d280,0x331eec280,14,0,1,1
0x7efffa5f9480,0x2c029a480,13,0,3,3
0x7f00177b5e80,0x2b6787e80,14,0,15,3
0x7f00f981cb80,0x1c5a19b80,17,0,13,1
0x7f0053810800,0x32d7cc800,13,0,4,0
0x7f0106380080,0x2b5349080,13,0,9,1
0x7f0055295b00,0x287354b00,17,0,4,0
0x7f007d123180,0x328441180,16,0,9,1
0x7f000391c380,0x2b3f0f380,17,0,9,1
0x7f013c971800,0x2b6e34800,13,0,4,0
0x7f001081af00,0x2b688ef00,17,0,6,2
0x7f000fa52580,0x2c06f9580,16,0,11,3
0x7f003ca6ac00,0x32f0a7c00,13,0,14,2
0x7f0029d4e200,0x217d2b200,14,0,8,0
0x7f006188ce80,0x2b578de80,14,0,15,3
0x7f0132fa6180,0x27206c180,16,0,1,1
0x7f0066d5f300,0x333b41300,17,0,8,0
0x7effac497480,0x32a21c480,13,0,3,3
0x7f007e231a80,0x32fffca80,14,0,5,1
0x7f010d996780,0x2e4484780,17,0,3,3
0x7f00c27afb00,0x285450b00,17,0,4,0
0x7f01300fd200,0x2c47d4200,14,0,0,0
0x7f0075a68380,0x1df647380,13,1,3,3
0x7f0075a68380,0x1df647380,17,0,9,1
0x7f00efb45c00,0x334397c00,13,0,14,2
0x7f0181e16480,0x267a5b480,13,0,11,3
0x7f00efeeec00,0x21ed8dc00,13,0,14,2
0x7f00b7a75b80,0x2b0b57b80,17,0,13,1
0x7f013d3b9100,0x2718c0100,16,0,0,0
0x7effbb5c9d00,0x3333b6d00,16,0,6,2
0x7effb6e56e80,0x32f74be80,14,0,15,3
0x7f010ca4b280,0x2b6bb7280,14,0,9,1
0x7f002f8bed00,0x205449d00,16,0,14,2
0x7f00d056a600,0x33576f600,14,0,10,2
0x7f008868d780,0x32ad39780,17,0,11,3
0x7f017d3d8180,0x32f482180,16,0,1,1
0x7f00ebbac300,0x331bc1300,17,0,8,0
0x7eff90708700,0x28d069700,17,0,10,2
0x7f0141f9b300,0x2f1547300,17,0,8,0
0x7f0116097900,0x213d5d900,16,0,12,0
0x7f012bec3200,0x1fe502200,14,0,0,0
0x7f009b966300,0x234f70300,17,0,0,0
0x7f00036ad100,0x2c3c55100,16,0,8,0
0x7f01478c1000,0x2bb73a000,13,0,0,0
0x7f016028a700,0x2be509700,17,0,10,2
0x7f0118d3b500,0x2eb749500,16,0,10,2
0x7efffd6af900,0x32ebba900,16,0,4,0
0x7f01060ac580,0x1a52c4580,16,0,3,3
0x7f005f0fed80,0x32ff1fd80,16,0,15,3
0x7f00ab692780,0x33585c780,17,0,3,3
0x7f0017f80c00,0x20b4cbc00,13,0,14,2
0x7f00d017e480,0x2b53eb480,13,0,11,3
0x7f0171fc0600,0x2c69d6600,14,0,2,2
0x7efffd9a4400,0x32dd0a400,13,0,2,2
0x7f00de3c5680,0x2b3fd4680,14,0,3,3
0x7effbdc0a800,0x26c40b800,13,0,12,0
0x7effa7ab7a80,0x1fd3c1a80,14,0,13,1
0x7f00f6a08780,0x213e0e780,17,0,3,3
0x7f016e31aa00,0x226a47a00,14,0,12,0
0x7f0060598d80,0x20800bd80,16,0,15,3
0x7f000db22500,0x2b6e31500,16,0,10,2
0x7efff0854680,0x334887680,14,0,11,3
0x7f0039c28a80,0x32d594a80,14,0,5,1
0x7effceb0e480,0x3284cc480,13,0,3,3
0x7f007e0e5780,0x334848780,17,0,3,3
0x7f0008681d80,0x1f9217d80,16,0,15,3
0x7f00575d9580,0x32c01d580,16,0,11,3
0x7f0151561280,0x2bd3bb280,14,0,9,1
0x7f0024254d80,0x32e9c5d80,16,0,15,3
0x7eff966c3480,0x1fe954480,13,0,3,3
0x7f00a6b0f400,0x329baf400,13,0,10,2
0x7effff270d80,0x286730d80,16,0,7,3
0x7f0171a0c800,0x2baa35800,13,0,12,0
0x7f00ab0f9a80,0x331e31a80,14,0,13,1
0x7effd3110c80,0x32b76dc80,13,0,15,3
0x7f018549a380,0x212caa380,17,0,1,1
0x7effd0b34b80,0x1fef35b80,17,0,13,1
0x7f009cfd3080,0x32a2b8080,13,0,1,1
0x7f00b6fbd680,0x200796680,14,0,3,3
0x7effd3e52e80,0x2b18c4e80,14,0,7,3
0x7effeee50180,0x2e9b33180,16,0,9,1
0x7f015ead7200,0x3334e1200,14,0,8,0
0x7f0188ea2e00,0x208940e00,14,0,6,2
0x7f0099b91300,0x14c7e9300,17,0,8,0
0x7f008990bb80,0x2ce741b80,17,0,13,1
0x7f00718e0000,0x32850f000,13,0,8,0
0x7f00b06f0480,0x334892480,13,0,3,3
0x7effe83aff00,0x265c7ef00,17,0,6,2
0x7f00f2998280,0x20b1ed280,14,0,9,1
0x7f00977f1f00,0x2b4837f00,17,0,14,2
0x7f010ad0a200,0x2b7038200,14,0,0,0
0x7f00f30aa180,0x2257c0180,16,0,1,1
0x7f0184348c80,0x2eb8cfc80,13,0,15,3
0x7f008c96a400,0x2eb57a400,13,0,2,2
0x7f00d0d2c700,0x332398700,17,0,2,2
0x7f011ad77180,0x28ca22180,16,0,1,1
0x7efff3e5fe80,0x1df867e80,14,0,15,3
0x7effd6974080,0x2c0270080,13,0,1,1
0x7f0019254800,0x2b6387800,13,0,12,0
0x7f010d7c8800,0x1d167b800,13,0,12,0
0x7f0064927b80,0x209dd3b80,17,0,13,1
0x7f0131149400,0x3334e0400,13,0,2,2
0x7f0126dc7600,0x1fb7b2600,14,0,2,2
0x7f00e9ae2d00,0x32cf79d00,16,0,14,2
0x7f00e9b70c80,0x2b486dc80,13,0,15,3
0x7f00353d6880,0x32b1b7880,13,0,13,1
0x7effb912ee80,0x20c14fe80,14,0,15,3
0x7f0040a87c80,0x2e73d5c80,13,0,15,3
0x7f00296cbc00,0x32b76ec00,13,0,6,2
0x7f006094be80,0x2959bce80,14,0,7,3
0x7f018457d300,0x32fb49300,17,0,8,0
0x7effff142c00,0x2b7745c00,13,0,14,2
0x7effe98df380,0x32fa5b380,17,0,9,1
0x7f001daade00,0x2e5a65e00,14,0,14,2
0x7f017018a080,0x2b79ae080,13,0,1,1
0x7f0181862000,0x3359d5000,13,0,8,0
0x7f00204ecf00,0x32e404f00,17,0,6,2
0x7f00ec497c80,0x2b6307c80,13,0,15,3
0x7f0053872700,0x335cd4700,17,0,2,2
0x7f00a6be1e00,0x32e737e00,14,0,14,2
0x7f0175c1d600,0x32ce31600,14,0,10,2
0x7f010762c280,0x2f1a4d280,14,0,9,1
0x7f0125607080,0x2e7211080,13,0,9,1
0x7f0010392080,0x2e8bc2080,13,0,1,1
0x7f0132e74000,0x2c24a5000,13,0,8,0
0x7f0157a99000,0x32c207000,13,0,8,0
0x7f00de56ef80,0x32a977f80,17,0,15,3
0x7f00eb99c500,0x2184ce500,16,0,2,2
0x7f00ec860900,0x201841900,16,0,12,0
0x7f0024b4ff00,0x2c3c6ff00,17,0,14,2
0x7f016508ea00,0x2b985ea00,14,0,4,0
0x7effcde6a580,0x2b414a580,16,0,3,3
0x7f000472b300,0x3306ef300,17,0,8,0
0x7effd59fde00,0x26bfd3e00,14,0,14,2
0x7effaac4ac80,0x3338b1c80,13,0,15,3
0x7effd854ee00,0x331e01e00,14,0,14,2
0x7f007ff66300,0x2bcfe4300,17,0,0,0
0x7eff99782780,0x1e6c71780,17,0,11,3
0x7f0086dfd000,0x32ddfa000,13,0,0,0
0x7effa8c0e080,0x3341ca080,13,0,1,1
0x7f01869c0780,0x1f8a76780,17,0,3,3
0x7eff96230400,0x329b19400,13,0,10,2
0x7f0094c50d00,0x32b821d00,16,0,14,2
0x7f007f74ba00,0x3330bca00,14,0,4,0
0x7f00f79e4c80,0x268c9bc80,13,0,15,3
0x7f0129069f80,0x216f90f80,17,0,7,3
0x7f00be01b880,0x32abe2880,13,0,5,1
0x7f00769bcf80,0x33459bf80,17,0,15,3
0x7f016e3a4780,0x32e46b780,17,0,11,3
0x7effd58b2600,0x2c03de600,14,0,2,2
0x7f000f368a80,0x32a33aa80,14,0,5,1
0x7f0131a25700,0x32c4c8700,17,0,2,2
0x7f010c34a500,0x32ef36500,16,0,2,2
0x7f0094a0a180,0x1ff428180,16,0,1,1
0x7effe9e8a700,0x1f7f63700,17,0,10,2
0x7effc4f86580,0x32a994580,16,0,3,3
0x7f00ea68d300,0x332d5c300,17,0,0,0
0x7f0076148580,0x20b064580,16,0,3,3
0x7f00bbf51300,0x1ed53c300,17,0,0,0
0x7eff9715d600,0x1f6e9f600,14,0,10,2
0x7f00b8cfd900,0x230e8c900,16,0,4,0
0x7f009bd77680,0x2c4c50680,14,0,3,3
0x7f011c269b00,0x2afb88b00,17,0,4,0
0x7effe362de00,0x2afe7fe00,14,0,14,2
0x7f0072cbd400,0x2e8954400,13,0,2,2
0x7f0145fcb700,0x20c376700,17,0,2,2
0x7eff956af880,0x2e5bb1880,13,0,13,1
0x7f00b9cc2c80,0x2009bdc80,13,0,15,3
0x7f008d566c80,0x2f2095c80,13,0,15,3
0x7f00b3d0f280,0x2b0331280,14,0,9,1
0x7f00c3eb3080,0x2b6dcd080,13,0,9,1
0x7f014ce0a200,0x28cb82200,14,0,0,0
0x7f011f01a200,0x32f9bc200,14,0,0,0
0x7efff91ec400,0x32b829400,13,0,10,2
0x7f00ac9b4780,0x2b124c780,17,0,3,3
0x7f0174a6f500,0x33489d500,16,0,10,2
0x7effc76df000,0x28b52a000,13,0,0,0
0x7effb4d99280,0x1fabc9280,14,0,9,1
0x7f01690e9180,0x32eac9180,16,0,9,1
0x7f005f924e00,0x3352ace00,14,0,6,2
0x7efff7475500,0x328aca500,16,0,2,2
0x7effa979a480,0x2b0329480,13,0,11,3
0x7f014ecaf300,0x32ce1d300,17,0,8,0
0x7f00e76ecb00,0x32dd62b00,17,0,4,0
0x7f00d74f7f80,0x2c554bf80,17,0,15,3
0x7f009afd5380,0x2ce186380,17,0,1,1
0x7efff525f600,0x32c0b9600,14,0,10,2
0x7efff3ab9400,0x2c44c0400,13,0,2,2
0x7effc8effd80,0x1ecbfed80,16,0,7,3
0x7f005a3b2d80,0x2bb204d80,16,0,7,3
0x7f00e79bd300,0x32f5b7300,17,0,8,0
0x7f00ae134580,0x32d3d9580,16,0,11,3
0x7f0102fd6e00,0x203ee7e00,14,0,14,2
0x7f0174bb2e80,0x2eb6d4e80,14,0,7,3
0x7f00e8462900,0x286e6e900,16,0,4,0
0x7f0161834600,0x2b821a600,14,0,2,2
0x7f0097f96180,0x2e53a4180,16,0,1,1
0x7f00eddcab80,0x203120b80,17,0,5,1
0x7f0074df9c00,0x2b5b6dc00,13,0,14,2
0x7f0010829400,0x32f4b1400,13,0,10,2
0x7f00e3281480,0x32e995480,13,0,11,3
0x7f013786ab80,0x32b42db80,17,0,13,1
0x7effc77abd80,0x2b7740d80,16,0,7,3
0x7f0021928300,0x2ee384300,17,0,0,0
0x7f0052997880,0x331936880,13,0,5,1
0x7f006e12e000,0x2afa7d000,13,0,8,0
0x7f01064cb380,0x20f599380,17,0,9,1
0x7effc2dbee80,0x334513e80,14,0,15,3
0x7f01052fde00,0x32af1ce00,14,0,6,2
0x7f0036730200,0x1e7a90200,14,0,0,0
0x7f016b017980,0x2844e6980,16,0,5,1
0x7f0123a06580,0x213ffa580,16,0,3,3
0x7effc7901280,0x334d7b280,14,0,9,1
0x7eff8edc0f80,0x32e9e2f80,17,0,7,3
0x7f0178e56800,0x2e71e8800,13,0,4,0
0x7f0097bbaa00,0x2b4da5a00,14,0,12,0
0x7eff9cfb6b80,0x2873d0b80,17,0,5,1
0x7f00ac786780,0x332ed8780,17,0,3,3
0x7effbe917600,0x33423f600,14,0,10,2
0x7effeafdc400,0x20761a400,13,0,2,2
0x7effa8757b80,0x214350b80,17,0,5,1
0x7effe3fd1a00,0x2c54a6a00,14,0,4,0
0x7f014453aa00,0x32d3fda00,14,0,12,0
0x7f0053a93180,0x32b0e4180,16,0,1,1
0x7f00108d0600,0x291e39600,14,0,10,2
0x7effe6966f80,0x202ca1f80,17,0,15,3
0x7effe92f5b80,0x26e875b80,17,0,13,1
0x7f00b2a63b00,0x32cbcab00,17,0,4,0
0x7effaa50c700,0x2b02f4700,17,0,2,2
0x7effb74bfd00,0x207db7d00,16,0,14,2
0x7f00ed7dce80,0x2bfd45e80,14,0,15,3
0x7f00ae608c00,0x3328bec00,13,0,6,2
0x7efffe66dd00,0x20223fd00,16,0,14,2
0x7f00708c4380,0x2e55ce380,17,0,1,1
0x7f016780be00,0x2ba5cfe00,14,0,14,2
0x7f0043402180,0x2e9be1180,16,0,9,1
0x7f0036b78c00,0x2b4f94c00,13,0,6,2
0x7f006b554980,0x205309980,16,0,13,1
0x7f005c332480,0x331700480,13,0,3,3
0x7effad2b9e80,0x1fef62e80,14,0,7,3
0x7f015fb78e80,0x209ff6e80,14,0,7,3
0x7f00316b8a00,0x20b23aa00,14,0,4,0
0x7effb095c380,0x1665e4380,17,0,1,1
0x7f0131c33800,0x2672f5800,13,0,12,0
0x7f00f930f000,0x264565000,13,0,8,0
0x7eff9a399a00,0x2c00e1a00,14,0,12,0
0x7f00bb33bc80,0x33268fc80,13,0,15,3
0x7eff94c4d900,0x2b7809900,16,0,12,0
0x7f00f18ff980,0x20763b980,16,0,13,1
0x7effabafcd00,0x2008c5d00,16,0,14,2
0x7efff2780500,0x331567500,16,0,10,2
0x7f003923d180,0x28db3d180,16,0,9,1
0x7f00aeca0a80,0x3343a2a80,14,0,5,1
0x7effddd7a780,0x2f1533780,17,0,11,3
0x7f00c0147600,0x3309a3600,14,0,10,2
0x7f00c15a3980,0x263e0d980,16,0,13,1
0x7f00bc623400,0x32c582400,13,0,2,2
0x7f013d4fce80,0x32f6bbe80,14,0,15,3
0x7f0110f46900,0x2c266c900,16,0,4,0
0x7f0108fb6280,0x330236280,14,0,1,1
0x7f0099bf1c00,0x2b2311c00,13,0,14,2
0x7effb6f0f780,0x2b6452780,17,0,3,3
0x7f0177ec0280,0x3289bf280,14,0,9,1
0x7effddaa5280,0x270844280,14,0,1,1
0x7f0083a3ce00,0x331fdae00,14,0,6,2
0x7f0077299400,0x2b539d400,13,0,10,2
0x7f005ce6ee00,0x1f49b3e00,14,0,14,2
0x7effa8684400,0x2b8d8c400,13,0,2,2
0x7f00f2e36100,0x276f68100,16,0,0,0
0x7f00d4cb0780,0x1fb9c2780,17,0,3,3
0x7f0106601180,0x28a391180,16,0,9,1
0x7effdd60bc00,0x206146c00,13,0,6,2
0x7effbf07e500,0x32adb7500,16,0,10,2
0x7f0025d71e00,0x2c0a23e00,14,0,14,2
0x7f00e3607180,0x20b148180,16,0,1,1
0x7eff9fbe8700,0x2bb16f700,17,0,10,2
0x7f001a245d80,0x32b5b9d80,16,0,15,3
0x7efffbaf4680,0x1ded89680,14,0,11,3
0x7f005c822f80,0x2b4a34f80,17,0,7,3
0x7effbda93c80,0x1f6f1ec80,13,0,7,3
0x7f0036509880,0x2b21bd880,13,0,13,1
0x7f0013deb080,0x2eb897080,13,0,9,1
0x7f00a03d1600,0x26fb5e600,14,0,2,2
0x7f00c8055f80,0x33498af80,17,0,7,3
0x7f0134a3c080,0x201a59080,13,0,9,1
0x7effd5352e80,0x28ca03e80,14,0,15,3
0x7f0028128880,0x2c0048880,13,0,5,1
0x7effcf62f880,0x213271880,13,0,13,1
0x7f0178635500,0x23058c500,16,0,2,2
0x7f0084b39b80,0x32a270b80,17,0,5,1
0x7effd9297700,0x201eef700,17,0,10,2
0x7f007a803500,0x2f2298500,16,0,2,2
0x7f00063e8180,0x283802180,16,0,1,1
0x7f0108fb1500,0x32c10e500,16,0,2,2
0x7f010da5f500,0x2b75e8500,16,0,2,2
0x7f0115838f00,0x1fd791f00,17,0,14,2
0x7f000d940200,0x333c45200,14,0,8,0
0x7effb04af480,0x32efdc480,13,0,3,3
0x7effeb461480,0x2e5213480,13,0,11,3
0x7f014e0e6f80,0x33039af80,17,0,7,3
0x7f00553d9c00,0x33021fc00,13,0,14,2
0x7efff68a8800,0x32e77e800,13,0,4,0
0x7effed766880,0x32b20f880,13,0,13,1
0x7efff1077280,0x20a953280,14,0,9,1
0x7effb1c47700,0x2e5258700,17,0,2,2
0x7effb1ba6480,0x2bed9f480,13,0,11,3
0x7f0087ca1100,0x274c81100,16,0,8,0
0x7efff6d8a300,0x33068a300,17,0,0,0
0x7f011106f580,0x331a05580,16,0,11,3
0x7f0074662380,0x32c4e9380,17,0,9,1
0x7eff8d14e980,0x26c704980,16,0,5,1
0x7effc4c05800,0x32a962800,13,0,4,0
0x7f004fe8d280,0x32e061280,14,0,9,1
0x7effa196e380,0x287e95380,17,0,9,1
0x7f0041788180,0x32b57d180,16,0,9,1
0x7f0113359c80,0x2c39e1c80,13,0,15,3
0x7efff885d100,0x335baf100,16,0,8,0
0x7f003da32200,0x32e168200,14,0,0,0
0x7f002c4a8500,0x2e5b4d500,16,0,10,2
0x7effe2f2d780,0x225e83780,17,0,11,3
0x7f007d028300,0x33214a300,17,0,0,0
0x7f002c19ca80,0x3318bfa80,14,0,13,1
0x7effbe84b600,0x2c1dd6600,14,0,2,2
0x7effd6720680,0x2b7121680,14,0,11,3
0x7f0086630580,0x1fa484580,16,0,3,3
0x7efff4d57600,0x2b811a600,14,0,2,2
0x7f00a05ebd00,0x204630d00,16,0,6,2
0x7f0049bdba80,0x33227ea80,14,0,5,1
0x7f00c83dfb00,0x332337b00,17,0,12,0
0x7f0158135680,0x2c0fd5680,14,0,11,3
0x7f001096d180,0x201cdf180,16,0,9,1
0x7f0052897a00,0x334f1da00,14,0,12,0
0x7f00a425f800,0x284f33800,13,0,12,0
0x7f010a35bc80,0x2bff8cc80,13,0,7,3
0x7f0085f41100,0x2bc80c100,14,0,0,2
0x7f0085f41100,0x2bc80c100,16,0,0,0
0x7effdb1c5980,0x32a329980,16,0,13,1
0x7f0152f2b000,0x32b6af000,13,0,8,0
0x7f0163e00800,0x2b5982800,13,0,4,0
0x7f0140457180,0x202484180,16,0,1,1
0x7f01069ff180,0x3347e5180,16,0,9,1
0x7f00b7c71900,0x331f6e900,16,0,4,0
0x7f014fbd4600,0x32fb78600,14,0,2,2
0x7eff9ea81600,0x332102600,14,0,2,2
0x7f014c0a4580,0x20988c580,16,0,3,3
0x7effbeec7f00,0x2e451cf00,17,0,6,2
0x7f012f396e00,0x2bc6a7e00,14,0,14,2
0x7f015d036f80,0x33239af80,17,0,7,3
0x7f00babcd300,0x275cf8300,17,0,0,0
0x7f01240c6480,0x2b7c51480,13,0,11,3
0x7f006bb6c580,0x2c2df2580,16,0,3,3
0x7f000a380380,0x2b9d35380,17,0,9,1
0x7f005593ea00,0x32ee07a00,14,0,12,0
0x7f006a262380,0x32f4fc380,17,0,1,1
0x7f0070befa00,0x331c5ba00,14,0,12,0
0x7f00c0e2e100,0x206ed2100,16,0,0,0
0x7f00d830ec80,0x3326bfc80,13,0,15,3
0x7f0004f13380,0x2c30b9380,17,0,9,1
0x7effb0ecb000,0x328995000,13,0,8,0
0x7f00f9861380,0x330704380,17,0,1,1
0x7f00971c3b00,0x26f532b00,17,0,4,0
0x7f0044b17200,0x334d06200,14,0,0,0
0x7f009992c300,0x216bc8300,17,0,0,0
0x7f00a0357100,0x2b372e100,16,0,0,0
0x7effc27b2980,0x333e27980,16,0,13,1
0x7f01145f0600,0x2ba345600,14,0,10,2
0x7f0165df2c00,0x2c208fc00,13,0,14,2
0x7f006221ee80,0x1e693ee80,14,0,7,3
0x7efffa5e9d80,0x2149b7d80,16,0,15,3
0x7f011083e880,0x2b71f2880,13,0,5,1
0x7f0069d08700,0x3297cf700,17,0,10,2
0x7effa0996400,0x32845b400,13,0,10,2
0x7f01132da400,0x2be625400,13,0,10,2
0x7f017a8c8680,0x213837680,14,0,11,3
0x7effc040c180,0x32eed9180,16,0,9,1
0x7effc4ae2a00,0x32ec3fa00,14,0,12,0
0x7f00e7220c80,0x333ca5c80,13,0,15,3
0x7f0104cf8580,0x2f1a10580,16,0,3,3
0x7f0184b15e00,0x2c13d4e00,14,0,6,2
0x7eff8ea14580,0x2e8bdf580,16,0,11,3
0x7f001c63ac80,0x32ef3dc80,13,0,15,3
0x7f00cf7b5700,0x2c0141700,17,0,10,2
0x7f00c9343580,0x3328e8580,16,0,3,3
0x7f00db52cf00,0x2c1864f00,17,0,6,2
0x7f00c6023780,0x1a848a780,17,0,3,3
0x7f0011cd4b00,0x2b78bab00,17,0,4,0
0x7f0032da6180,0x32f770180,16,0,1,1
0x7f0100711280,0x219672280,14,0,1,1
0x7f01440e2700,0x2b68c7700,17,0,10,2
0x7f014fbf3a80,0x1f086aa80,14,0,5,1
0x7f0068ad1300,0x267d51300,17,0,8,0
0x7f016848c500,0x1e7eed500,16,0,10,2
0x7effa369e100,0x335259100,16,0,8,0
0x7effbc20cf00,0x334876f00,17,0,6,2
